id,En_id,gender,career,subcareer,star,camp,subcamp,origin,species,position,tag1,tag2,tag3,tag4,maxHP,atk,def,magicResistance,cost,blockCnt,baseAttackTime
余,Yu,男,重装,本源铁卫,6,炎,岁,炎,未公开,近战位,元素,防护,,,3333,685,577,10,26,3,1.6
诺威尔,Nowell,男,医疗,疗养师,5,维多利亚,维多利亚,维多利亚,沃尔珀,远程位,治疗,,,,1367,516,108,10,20,1,2.85
隐德来希,Entelechia,女,近卫,收割者,6,罗德岛,罗德岛,卡兹戴尔,萨卡兹,近战位,输出,生存,,,2580,700,452,0,23,2,1.3
水灯心,Brigid,女,狙击,回环射手,5,维多利亚,塔拉,维多利亚,佩洛,远程位,输出,,,,2350,640,165,0,17,1,1
钼铅,Wulfenite,女,特种,陷阱师,5,萨尔贡,萨尔贡,萨尔贡,斐迪亚,远程位,召唤,削弱,,,1450,520,160,0,11,1,0.85
死芒,Necrass,女,术师,塑灵术师,6,维多利亚,塔拉,维多利亚,德拉克,远程位,召唤,输出,,,1924,633,133,20,21,1,1.6
骋风,Windscoot,男,近卫,解放者,4,炎,炎,炎,菲林,近战位,爆发,,,,3355,290,486,15,10,3,1.2
阿兰娜,Alanna,女,辅助,工匠,5,雷姆必拓,雷姆必拓,雷姆必拓,萨弗拉,近战位,输出,支援,,,2560,560,437,0,18,2,1.5
Mon3tr,Mon3tr,女,医疗,链愈师,6,罗德岛,罗德岛,罗德岛,未公开,远程位,治疗,输出,支援,,1735,528,221,0,18,1,2.85
CONFESS-47,CONFESS-47,未知,先锋,尖兵,1,拉特兰,拉特兰,拉特兰,无信息,近战位,支援机械,控场,,,770,192,154,0,3,2,1.05
聆音,Gracebearer,女,近卫,本源近卫,5,玻利瓦尔,玻利瓦尔,玻利瓦尔,未公开,近战位,爆发,输出,,,2600,820,350,10,22,2,1.2
信仰搅拌机,Sankta Miksaparato,男,重装,哨戒铁卫,6,拉特兰,拉特兰,拉特兰,萨科塔,近战位,防护,输出,支援,,3677,504,703,0,25,3,1.2
蕾缪安,Lemuen,女,狙击,神射手,6,拉特兰,拉特兰,拉特兰,萨科塔,远程位,输出,爆发,,,1448,1201,175,0,22,1,2.7
新约能天使,Exusiai the New Covenant,女,特种,怪杰,6,炎,企鹅物流,拉特兰,萨科塔,远程位,输出,支援,,,2150,708,150,10,13,1,1.3
Miss.Christine,Miss.Christine,女,术士,本源术士,5,维多利亚,维多利亚,未知,未公开,远程位,元素,输出,,,1324,575,117,15,22,1,1.6
蒂比,Tippi,女,特种,巡控者,5,哥伦比亚,哥伦比亚,哥伦比亚,黎博利,近战位,高空,生存,,,2368,745,390,0,17,2,1.5
酒神,Tragodia,男,辅助,巫役,6,维多利亚,维多利亚,维多利亚,菲林,远程位,元素,控场,,,1200,490,104,15,16,1,1.6
录武官,Record Keeper,男,医疗,医师,5,炎,炎,炎,佩洛,远程位,治疗,,,,1580,502,124,0,19,1,2.85
司霆惊蛰,Leizi the Thunderbringer,女,近卫,解放者,6,炎,炎,炎,麒麟,近战位,输出,爆发,,,3863,360,491,15,12,3,1.2
电弧,Raidian,女,辅助,召唤师,6,罗德岛,精英干员,乌萨斯,黎博利,远程位,召唤,输出,支援,,1069,466,143,20,12,1,1.6
松桐,Matsukiri,男,先锋,策士,5,东,东,东国,鲁珀,近战位,费用回复,支援,,,2002,600,400,15,14,2,1.2
吉星,Kichisei,女,狙击,散射手,5,东,东,东国,佩洛,远程位,群攻,,,,2310,727,190,0,31,1,2.3
遥,Haruka,女,辅助,护佑者,6,东,东,东国,阿戈尔,远程位,支援,生存,治疗,,1887,480,178,25,13,1,1.6
斩业星熊,Hoshiguma the Breacher,女,重装,驭法铁卫,6,炎,龙门近卫局,东国,鬼,近战位,输出,生存,,,3551,667,561,15,26,3,1.6
