Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date
OQ557014,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-10-17
OQ557015,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,765,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2015-10-18
OQ557016,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,738,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2015-10-18
OQ557017,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-10-18
OQ557018,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557019,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557020,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557021,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557022,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557023,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557024,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557025,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557026,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-19
OQ557027,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557028,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557029,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557030,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557031,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557032,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557033,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557034,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557035,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557036,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557037,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557038,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557039,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557040,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557041,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557042,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-20
OQ557043,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557044,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557045,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557046,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557047,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557048,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557049,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557050,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557051,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557052,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557053,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557054,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ557055,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ557056,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ557057,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ557058,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-23
OQ557059,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-14
OQ557060,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-14
OQ557061,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-14
OQ557062,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-15
OQ557063,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-15
OQ557064,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-16
OQ557065,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-16
